month,sample_period,sp500_log_return,regime_raw,regime_label
2013-10,in_sample,0.0192891634482078,0,Bull
2013-11,in_sample,0.0362584208420753,0,Bull
2013-12,in_sample,0.0134994197744768,0,Bull
2014-01,in_sample,0.00803279124148599,0,Bull
2014-02,in_sample,-0.00292356091073351,0,Bull
2014-03,in_sample,0.0252583688911809,0,Bull
2014-04,in_sample,0.000397019142610508,0,Bull
2014-05,in_sample,0.0135909370298341,0,Bull
2014-06,in_sample,0.0298808217385521,0,Bull
2014-07,in_sample,0.0132699597100768,0,Bull
2014-08,in_sample,-0.00588112902522856,0,Bull
2014-09,in_sample,0.016031657517787,0,Bull
2014-10,in_sample,-0.0284766729644421,2,Bear
2014-11,in_sample,0.0539077329151008,0,Bull
2014-12,in_sample,0.00473305525862178,0,Bull
2015-01,in_sample,-0.0127817145084351,0,Bull
2015-02,in_sample,0.0262861878718335,0,Bull
2015-03,in_sample,-0.00106194104915356,0,Bull
2015-04,in_sample,0.00712363935614136,0,Bull
2015-05,in_sample,0.00812023098405692,0,Bull
2015-06,in_sample,-0.0060077640253587,0,Bull
2015-07,in_sample,-0.00245622442209785,0,Bull
2015-08,in_sample,-0.0262568875667301,2,Bear
2015-09,in_sample,-0.0479274911847386,1,Recovery
2015-10,in_sample,0.0405172798453303,1,Recovery
2015-11,in_sample,0.0271900572242383,1,Recovery
2015-12,in_sample,-0.0128378670789272,1,Recovery
2016-01,in_sample,-0.0682323057395661,1,Recovery
2016-02,in_sample,-0.00741825312324991,1,Recovery
2016-03,in_sample,0.0598848920219905,1,Recovery
2016-04,in_sample,0.0261589684892604,0,Bull
2016-05,in_sample,-0.0048248260142691,0,Bull
2016-06,in_sample,0.00883980461319605,0,Bull
2016-07,in_sample,0.03071974391774,0,Bull
2016-08,in_sample,0.010208776463208,0,Bull
2016-09,in_sample,-0.00612665478170606,0,Bull
2016-10,in_sample,-0.00682215582883705,0,Bull
2016-11,in_sample,0.0101996933470982,0,Bull
2016-12,in_sample,0.0370155731420067,0,Bull
2017-01,in_sample,0.0126014826164253,0,Bull
2017-02,in_sample,0.0237968419575669,0,Bull
2017-03,in_sample,0.0157176417907149,0,Bull
2017-04,in_sample,-0.00317807860597602,0,Bull
2017-05,in_sample,0.0151601545659696,0,Bull
2017-06,in_sample,0.0160025281206123,0,Bull
2017-07,in_sample,0.00822820916125946,0,Bull
2017-08,in_sample,0.000863487565667578,0,Bull
2017-09,in_sample,0.0147990399582589,0,Bull
2017-10,in_sample,0.0254120735304027,0,Bull
2017-11,in_sample,0.0142160313274559,0,Bull
2017-12,in_sample,0.026905644525552,0,Bull
2018-01,in_sample,0.0460135365139403,0,Bull
2018-02,in_sample,-0.0308088484040932,2,Bear
2018-03,in_sample,-0.000883887238037579,0,Bull
2018-04,in_sample,-0.0183486590506243,0,Bull
2018-05,in_sample,0.0178749586646566,0,Bull
2018-06,in_sample,0.0193780074557703,0,Bull
2018-07,in_sample,0.0141639248991221,0,Bull
2018-08,in_sample,0.0227136914158228,0,Bull
2018-09,in_sample,0.0151687482299117,0,Bull
2018-10,in_sample,-0.0408148143518801,2,Bear
2018-11,in_sample,-0.0225943545091746,1,Recovery
2018-12,in_sample,-0.0589600176525938,1,Recovery
